,lat,lng,title,rating,coordinate
141,35.6958,139.7745,大阪王将 岩本町店 Osaka Oshou Iwamotochou,4.6,"(35.6958, 139.7745)"
142,35.7183,139.765,新時沏 Shinjiki tapioka,,"(35.7183, 139.765)"
143,35.705,139.7713,バーガーアンドミルクシェイク クレイン BURGER&MILKSHAKE CRANE,4.8,"(35.705, 139.7713)"
145,35.7009,139.7401,博多串焼・野菜巻き串 三五八 神楽坂店 hakata-kushiyaki・yasaimaki-gushi・sagohachi Kagurazakaten,4.8,"(35.7009, 139.7401)"
147,35.6983,139.7338,俺のグラタン神楽坂 by俺のフレンチ,4.6,"(35.6983, 139.7338)"
150,35.7068,139.775,天丼てんや 御徒町,4.7,"(35.7068, 139.775)"
151,35.7012,139.7712,ふわとろオムライス専門店「神田たまごけん」秋葉原店 Omurice shop Kanda Tamagoken ,,"(35.7012, 139.7712)"
23,35.6867,139.7822,ねばねば丼専門店 お玄さんのねばとろ丼 人形町店 Ogen's Nevatoro Don Ningyocho,4.4,"(35.6867, 139.7822)"
29,35.7127,139.7774,土佐清水ワールド 上野店 tosashimizuworld uenoten,,"(35.7127, 139.7774)"
31,35.6916,139.7816,韓国屋台　豚大門市場　馬喰町店,,"(35.6916, 139.7816)"
33,35.6778,139.8056,HAGAN ORGANIC COFFEE,,"(35.6778, 139.8056)"
38,35.6873,139.7749,ゴンチャ 日本橋武田グローバル本社ビル店 Gong Cha Nihonbashi Takeda Global Hq,4.7,"(35.6873, 139.7749)"
44,35.6951,139.7655,マクドナルド 神田小川町店 McDonald's KANDAOGAWACHOU,4.8,"(35.6951, 139.7655)"
45,35.6861,139.7828,ケンタッキーフライドチキン 日本橋人形町 Kentucky Fried Chicken Nihonbashi Ningyocho,4.6,"(35.6861, 139.7828)"
54,35.6907,139.7788,やきとりセンター 小伝馬町駅前店 Yakitori Center Kondenmacho Ekimae,,"(35.6907, 139.7788)"
63,35.6995,139.7814,1日の3分の1の野菜が摂れる、糖質50％オフ麺使用のロカボサラダパスタ専門店 秋葉原店,,"(35.6995, 139.7814)"
69,35.6754,139.7697,吉野家 京橋 Yoshinoya KYOBASHI,4.9,"(35.6754, 139.7697)"
72,35.6951,139.7655,マクドナルド 神田小川町店 McDonald's KANDAOGAWACHOU,4.8,"(35.6951, 139.7655)"
73,35.6861,139.7828,ケンタッキーフライドチキン 日本橋人形町 Kentucky Fried Chicken Nihonbashi Ningyocho,4.6,"(35.6861, 139.7828)"
100,35.6901,139.7779,成城石井 小伝馬町店 Seijo Ishii Kodenmacho,4.8,"(35.6901, 139.7779)"
101,35.7001,139.7975,ピザーラスタイル蔵前橋通 PIZZA-LA STYLE Kuramaebashi-Dōri,4.4,"(35.7001, 139.7975)"
125,35.7077,139.7614,和食ごはんと酒　縁-yukari- 本郷三丁目店,,"(35.7077, 139.7614)"
126,35.6918,139.78,すき家 日本橋小伝馬町店 Sukiya Nihonbashi Kodenmacho,4.7,"(35.6918, 139.78)"
131,35.6803,139.7681,俺のイタリアン 東京駅八重洲地下街店 Oreno Italian Tokyo Station Yaesu Chikagai,4.5,"(35.6803, 139.7681)"
140,35.7016,139.7718,天丼てんや 秋葉原 Tendon tenya Akihabara,4.8,"(35.7016, 139.7718)"
144,35.6995,139.7814,低糖質で高タンパク！牛赤身ステーキ丼専門店 KITCHEN&co 秋葉原店,4.5,"(35.6995, 139.7814)"
145,35.7077,139.7703,KB CHICKEN 湯島店 (旧 BBQオリーブチキン 湯島店),,"(35.7077, 139.7703)"
148,35.687,139.7745,ヴィノシティ　マキシム 日本橋店 VINOSITYmaxime Nihonbashi,,"(35.687, 139.7745)"
2,35.6485,139.7465,【本場沖縄のタコライス】 THE TACORICE HOUSE ＠芝店,4.7,"(35.6485, 139.7465)"
13,35.6641,139.7324,Vandalism：Coffee,,"(35.6641, 139.7324)"
18,35.6547,139.7349,「桜井・有吉THE夜会で話題」極太麻婆春雨 麻布十番店,4.1,"(35.6547, 139.7349)"
36,35.662,139.7364,しゃぶ禅六本木店 Shabuzen Roppongi,,"(35.662, 139.7364)"
38,35.668,139.7619,小尾羊 薬膳しゃぶしゃぶ 銀座店,,"(35.668, 139.7619)"
41,35.6729,139.775,ピザハット 東銀座店 Pizza Hut HIGASHIGINZA,4.6,"(35.6729, 139.775)"
42,35.6732,139.7364,サブウェイ 赤坂メトロピア店 SUBWAY Akasaka Metropia Subway,4.4,"(35.6732, 139.7364)"
43,35.6569,139.7572,デニーズ 浜松町店 Denny's HAMAMATSUCHO,4.8,"(35.6569, 139.7572)"
44,35.6676,139.7573,マクドナルド 新橋日比谷口店 McDonald's Shinbashi Hibiyaguchi,4.7,"(35.6676, 139.7573)"
49,35.6662,139.7548,銀座しゃぶ輝 新橋,,"(35.6662, 139.7548)"
50,35.6656,139.757,大衆焼き肉ホルモン酒場江戸門,,"(35.6656, 139.757)"
52,35.664,139.7838,タリーズコーヒー 月島駅前,,"(35.664, 139.7838)"
53,35.665,139.7322,【台湾茶専門店】365 TAIWAN TEA（台湾水果茶） 【TAIWAN TEA STAND】365 TAIWAN TEA（Fruit tea）,,"(35.665, 139.7322)"
55,35.6694,139.7569,ローソン 内幸町一丁目,,"(35.6694, 139.7569)"
61,35.665,139.7582,餃子の王将 新橋駅前,4.5,"(35.665, 139.7582)"
62,35.6676,139.7573,マクドナルド 新橋日比谷口店 McDonald's Shinbashi Hibiyaguchi,4.7,"(35.6676, 139.7573)"
67,35.6678,139.7599,俺のA5黒毛和牛すき焼きうどん by俺の焼肉,,"(35.6678, 139.7599)"
68,35.665,139.7582,餃子の王将 新橋駅前,4.5,"(35.665, 139.7582)"
73,35.6627,139.732,バーガーキング 六本木店 Burger King ROPPONGI,4.6,"(35.6627, 139.732)"
75,35.6745,139.7377,ザ・パブリック レッド アカサカ THE PUBLIC RED AKASAKA,4.7,"(35.6745, 139.7377)"
78,35.6479,139.7464,韓国料理 ホンデポチャ田町店 HONGDAEPOCHA,4.6,"(35.6479, 139.7464)"
80,35.665,139.7296,筋肉食堂 六本木店 Kinniku Shokudo Roppongi,,"(35.665, 139.7296)"
82,35.6496,139.7566,サイゼリヤ デリバリー 芝浦シーバンス,4.7,"(35.6496, 139.7566)"
83,35.6658,139.7304,PARIYA六本木 / パリヤ,4.8,"(35.6658, 139.7304)"
91,35.6725,139.7612,ティーヌン 銀座ファイブ店 Tinun Ginza Five,4.6,"(35.6725, 139.7612)"
99,35.6562,139.7352,ゴンチャ 麻布十番店 Gong Cha,4.8,"(35.6562, 139.7352)"
100,35.6679,139.762,銀座香菜チャイナ　凛味　GinzaShansaiChina,,"(35.6679, 139.762)"
103,35.6567,139.7544,カレー担々麺の店 麺屋虎杖大門浜松町,,"(35.6567, 139.7544)"
104,35.6763,139.736,焼肉ライク 赤坂見附,4.5,"(35.6763, 139.736)"
109,35.6569,139.7356,Nim's Pizza (旧 PIZZA CLUB),,"(35.6569, 139.7356)"
110,35.6568,139.7367,新福菜館 麻布十番店 shinpukusaikan azabujuban,4.7,"(35.6568, 139.7367)"
115,35.6659,139.7309,伊吹うどん東京ミッドタウン六本木,4.8,"(35.6659, 139.7309)"
117,35.662,139.7364,しゃぶ禅六本木店 Shabuzen Roppongi,,"(35.662, 139.7364)"
122,35.6572,139.7328,楽万コロッケ Rakuman Croquette,4.6,"(35.6572, 139.7328)"
126,35.6692,139.7167,クリスプサラダワークス 青山店 CRISP SALAD WORKS AOYAMA,4.8,"(35.6692, 139.7167)"
131,35.6645,139.7314,とん豚テジ 韓国料理 六本木 TONTON-TEGI Korean Restaurant ROPPONGI,4.8,"(35.6645, 139.7314)"
132,35.6695,139.7598,銀座シシリア ginzasicilia,4.8,"(35.6695, 139.7598)"
134,35.6661,139.7313,鶏三和 東京ミッドタウン店 torisanwa tokyomidtown,4.9,"(35.6661, 139.7313)"
135,35.6537,139.7357,味涎 Ajisen,,"(35.6537, 139.7357)"
136,35.671,139.744,California Rolls URAMAKIYA ,,"(35.671, 139.744)"
140,35.6596,139.7788,つじ田 勝どき店 tsujita kachidoki,,"(35.6596, 139.7788)"
6,35.6884,139.7124,デニーズ 新宿御苑店 Denny's Shinnjukugyoenn,4.6,"(35.6884, 139.7124)"
13,35.6725,139.7256,【蕎麦・丼ぶり】 そばえもん 青山一丁目店,4.1,"(35.6725, 139.7256)"
17,35.6698,139.7249,たっぷりたんぱく 肉とブロッコリー生活 青山店,4.4,"(35.6698, 139.7249)"
20,35.6656,139.7394,低糖質グリル食堂 六本木一丁目店 Low carb Grill Restaurant,,"(35.6656, 139.7394)"
22,35.6704,139.7597,筋肉食堂銀座コリドー店 kinnikushokudou ginzakorido-ten,,"(35.6704, 139.7597)"
41,35.6674,139.7502,ルカフェ ラ ブティック ドゥ ジョエル ロブション 虎ノ門ヒルズ店 LE CAFE LA BOUTIQUE de Joel Robuchon Toranomon Hills,4.9,"(35.6674, 139.7502)"
43,35.6457,139.7435,FRENCH TORST FACTORY,3.5,"(35.6457, 139.7435)"
46,35.6656,139.7395,高級フレンチトースト専門店～どんだけ自己中～ 六本木店 Luxury French toast specialty store ~dondakejikotyu~ Roppongi,,"(35.6656, 139.7395)"
47,35.6725,139.7637,milky70 since1951 数寄屋橋店 milky70 Ginza Sukiyabashi,,"(35.6725, 139.7637)"
51,35.687,139.7273,あご出汁とろろ うみとやま 四ッ谷店,,"(35.687, 139.7273)"
56,35.6566,139.7364,フレッシュネスバーガー 麻布十番店 Freshness Burger Azabu Juban,4.6,"(35.6566, 139.7364)"
58,35.6659,139.7554,すき家 新橋三丁目店 Sukiya Shibashi 3chome,4.6,"(35.6659, 139.7554)"
73,35.662,139.7312,フリホーレス ブリトー＆タコス 六本木店 Frijoles Roppongi,4.7,"(35.662, 139.7312)"
106,35.6659,139.7554,俺のイタリアン 赤レンガ通店 Oreno Italian Akarengadori,4.5,"(35.6659, 139.7554)"
112,35.6649,139.7393,ポール 六本木一丁目 PAUL Roppongi-Itchome,,"(35.6649, 139.7393)"
117,35.6526,139.7346,ほっともっとグリル 麻布十番店,4.6,"(35.6526, 139.7346)"
120,35.687,139.7273,東京からあげ専門店あげたて四ッ谷店＠ゴエモンTokyo Karaagesenmonten Agetate Yotuya@goemon,4.6,"(35.687, 139.7273)"
122,35.6628,139.7336,マモレストラン&バー MAMORestaurant &Bar,4.6,"(35.6628, 139.7336)"
124,35.6634,139.7363,本格パスタとサラダの店 六本木 グラテシモ GRATISSIMO Roppongi,4.6,"(35.6634, 139.7363)"
125,35.6738,139.7376,熟成肉専門店　ヨプの王豚塩焼　赤坂店,4.5,"(35.6738, 139.7376)"
126,35.6444,139.7254,バーガーマニア 白金 Burger Mania Shirokane,,"(35.6444, 139.7254)"
127,35.6714,139.741,日本橋 天丼 金子屋 赤坂店 Nihonbashi Tendon Kanekoya Akasakaten,,"(35.6714, 139.741)"
132,35.6732,139.7364,サブウェイ 赤坂メトロピア店 SUBWAY Akasaka Metropia Subway,4.4,"(35.6732, 139.7364)"
136,35.654,139.7357,ダンボ ドーナツ アンド コーヒー DUMBO Doughnuts and Coffee,4.6,"(35.654, 139.7357)"
137,35.6619,139.7302,だし茶漬けえん 六本木ヒルズ店 Dashichazuke EN RoppongiHills,4.6,"(35.6619, 139.7302)"
138,35.667,139.7549,ニイハオ新橋店,4.3,"(35.667, 139.7549)"
139,35.657,139.7349,ミータイム Me TiMe,,"(35.657, 139.7349)"
141,35.6613,139.734,タコライスラバー 六本木店,4.8,"(35.6613, 139.734)"
142,35.6616,139.724,スムージー専門店【SMOOTHIE LABO.】西麻布店,,"(35.6616, 139.724)"
143,35.6731,139.7383,ロータスパレス赤坂 Lotus Palace Akasaka,,"(35.6731, 139.7383)"
23,35.6927,139.7352,【本場沖縄のタコライス】 THE TACORICE HOUSE ＠市谷田町店,4.5,"(35.6927, 139.7352)"
51,35.6726,139.7312,ピザハット 赤坂店 Pizza Hut AKASAKA,4.7,"(35.6726, 139.7312)"
150,35.6619,139.7363,ホブゴブリン 六本木店 HOBGOBLIN ROPPONGI,4.7,"(35.6619, 139.7363)"
0,35.6739,139.7698,牛たん弁当 牛たん たんすけ 銀座店,4.2,"(35.6739, 139.7698)"
22,35.6594,139.7938,【本場沖縄のタコライス】 THE TACORICE HOUSE ＠豊洲店,4.3,"(35.6594, 139.7938)"
43,35.6742,139.7633,甘味おかめ 有楽町イトシア店 Kanmi Okame,,"(35.6742, 139.7633)"
73,35.6695,139.7619,おでん 俺のだし Oden Oreno Dashi,4.5,"(35.6695, 139.7619)"
96,35.6725,139.7628,【シドニー発！モダンギリシャ】 THE APOLLO アポロ 銀座,4.8,"(35.6725, 139.7628)"
97,35.6482,139.7457,『櫻井・有吉 THE夜会で話題』極太麻婆春雨 三田店,4.5,"(35.6482, 139.7457)"
101,35.6944,139.7916,『肉  しみず  』両国店　niku shimizu ryougokutenn,4.6,"(35.6944, 139.7916)"
110,35.6672,139.7728,ちよだ鮨 築地,4.5,"(35.6672, 139.7728)"
125,35.6891,139.7774,キタデタコス 日本橋店　KITADE TACOS Nihonbashi,4.6,"(35.6891, 139.7774)"
132,35.6513,139.752,SalaSpa サラダパスタ専門店  SalaSpa Salad-Pasta Speciality,,"(35.6513, 139.752)"
133,35.684,139.7667,立食い寿司 根室花まる 丸の内オアゾ店 Stand-up sushi bar Nemuro Hanamaru Marunouchi Oazo,4.6,"(35.684, 139.7667)"
141,35.6704,139.799,マショ飯店＆マショチキン門前仲町店,4.6,"(35.6704, 139.799)"
24,35.677,139.7362,マクドナルド赤坂見附店 McDonald's AKASAKA MITSUKE,4.7,"(35.677, 139.7362)"
25,35.667,139.7549,ニイハオ新橋店,4.3,"(35.667, 139.7549)"
26,35.6715,139.7358,すき家 赤坂六丁目店 Sukiya Akasaka 6chome,4.7,"(35.6715, 139.7358)"
27,35.67,139.7502,はなまるうどん 虎ノ門店 Hanamaru Udon TORANOMON,,"(35.67, 139.7502)"
28,35.6773,139.7374,中国名菜 陳麻婆豆腐 赤坂東急プラザ店,4.6,"(35.6773, 139.7374)"
29,35.6764,139.7365,東京油組総本店 赤坂見附組 ToKyo Aburagumi Souhonten Akasaka Mitsuke shop,,"(35.6764, 139.7365)"
30,35.6664,139.7574,からあげ専門店 からやま 新橋店,4.6,"(35.6664, 139.7574)"
31,35.6788,139.7628,cacaosampakaカカオサンパカ丸の内本店,,"(35.6788, 139.7628)"
55,35.666,139.7707,CREPE MANIA,4.2,"(35.666, 139.7707)"
73,35.6737,139.737,カレーハウス CoCo壱番屋 港区赤坂 Curry House CoCo Ichibanya Minatoku Akasaka,4.7,"(35.6737, 139.737)"
83,35.6715,139.7358,すき家 赤坂六丁目店 Sukiya Akasaka 6chome,4.7,"(35.6715, 139.7358)"
119,35.6872,139.7246,筋肉ラボ 新宿四谷店,4.4,"(35.6872, 139.7246)"
120,35.6561,139.7353,自然食品F＆F 麻布十番店,4.6,"(35.6561, 139.7353)"
134,35.6716,139.7354,四川坦々麺 赤い鯨 赤坂店 Sichuan Dandan Noodle Akaikujira at Akasaka,,"(35.6716, 139.7354)"
142,35.6726,139.7312,ピザハット 赤坂店 Pizza Hut AKASAKA,4.7,"(35.6726, 139.7312)"
145,35.6709,139.7351,マイカリー食堂 赤坂店 My Curry Shokudo Akasaka,4.6,"(35.6709, 139.7351)"
150,35.665,139.7296,東京チキンファクトリー 本店 TOKYO CHICKEN FACTORY Honten,,"(35.665, 139.7296)"
151,35.6657,139.7313,もつ鍋・水炊き KOGANEYA,4.5,"(35.6657, 139.7313)"
18,35.6651,139.7453,スターバックス コーヒー 東京ワールドゲート神谷町店 Starbucks TOKYO WORLD GATE Kamiyacho,4.9,"(35.6651, 139.7453)"
25,35.6872,139.7246,アロハな東京ポキ 新宿四谷店,4.5,"(35.6872, 139.7246)"
29,35.6872,139.7246,健康志向のねばとろ日和 新宿四谷店,4.4,"(35.6872, 139.7246)"
30,35.6776,139.7362,ウェンディーズ・ファーストキッチン 赤坂見附店 Wendy's First Kitchen AKASAKAMITSUKE,4.7,"(35.6776, 139.7362)"
35,35.677,139.7368,サンマルクカフェ プラスR ビックカメラ赤坂見附駅店,,"(35.677, 139.7368)"
36,35.668,139.7585,たいやき 神田達磨 銀座店 Taiyaki Kandadaruma Ginzaten,,"(35.668, 139.7585)"
53,35.6697,139.7587,和菓子  楚々   Wagashi SOSO,,"(35.6697, 139.7587)"
55,35.6712,139.7383,ドミノ・ピザ 赤坂店 Domino's Pizza Akasaka Store,4.4,"(35.6712, 139.7383)"
62,35.6876,139.7206,肉宮ホル二郎 四谷三丁目店,,"(35.6876, 139.7206)"
71,35.6835,139.7411,ローソン 麹町二丁目,4.9,"(35.6835, 139.7411)"
78,35.677,139.7362,マクドナルド赤坂見附店 McDonald's AKASAKA MITSUKE,4.7,"(35.677, 139.7362)"
80,35.6712,139.7383,ドミノ・ピザ 赤坂店 Domino's Pizza Akasaka Store,4.4,"(35.6712, 139.7383)"
139,35.6624,139.7345,すしざんまい匠 六本木ロアビル前店,4.3,"(35.6624, 139.7345)"
154,35.6574,139.7325,グリーンブラザーズ 麻布十番店 GREEN BROTHERS Azabu Juban,,"(35.6574, 139.7325)"
155,35.6771,139.7365,天丼てんや 赤坂見附 Tendon tenya Akasakamitsuke,4.7,"(35.6771, 139.7365)"
13,35.673,139.7364,タコライス専門店 タコブロ 赤坂店 Tacos Rice Specialty Restaurant TACOBRO,,"(35.673, 139.7364)"
14,35.6862,139.7302,スープストック トーキョー 四谷店 Soup Stock Tokyo Yotsuya,4.7,"(35.6862, 139.7302)"
21,35.6489,139.7466,ターメリックライスで食べる‼タンドリーチキンBOX 田町店 Tandoori chichen with turmeric rice Tamachi,,"(35.6489, 139.7466)"
24,35.6732,139.7377,旬八青果店 赤坂店,4.6,"(35.6732, 139.7377)"
25,35.6737,139.737,カレーハウス CoCo壱番屋 港区赤坂 Curry House CoCo Ichibanya Minatoku Akasaka,4.7,"(35.6737, 139.737)"
27,35.6568,139.7542,銀だこハイボール酒場 芝大門 Gindaco Hi-Ball Sakaba Shiba Daimon,4.7,"(35.6568, 139.7542)"
28,35.662,139.733,すき家 六本木五丁目店 Sukiya Roppongi 5chome,4.5,"(35.662, 139.733)"
29,35.6734,139.7379,韓国料理カンガンスルレ 東館 Korean food Kangansurure,4.5,"(35.6734, 139.7379)"
66,35.6682,139.7395,ナチュラルローソン アークヒルズフロントタワー NATURAL LAWSON Ark Hills Front Tower,4.8,"(35.6682, 139.7395)"
68,35.6645,139.7729,串カツ田中 築地店 Kushikatsu Tanaka Tsukiji,4.2,"(35.6645, 139.7729)"
75,35.662,139.733,すき家 六本木五丁目店 Sukiya Roppongi 5chome,4.5,"(35.662, 139.733)"
99,35.6616,139.724,冷麺専門店【REI-MEN LABO.】西麻布店,,"(35.6616, 139.724)"
110,35.6616,139.724,チキンオーバーライス専門店【NY CHICKEN LABO.】西麻布店,,"(35.6616, 139.724)"
115,35.6553,139.7266,短角和牛ハンバーグ しおた,4.7,"(35.6553, 139.7266)"
122,35.66,139.7226,焼肉 うしごろ 西麻布本店 USHIGORO Nishiazabu,,"(35.66, 139.7226)"
135,35.6638,139.7323,一風堂 六本木店 IPPUDO Ramen,4.8,"(35.6638, 139.7323)"
137,35.6681,139.7115,とんかつ まい泉 青山本店Ｔｏｎｋａｔｓｕ MAISEN,4.8,"(35.6681, 139.7115)"
149,35.6572,139.7331,クリスプ・サラダワークス 麻布鳥居坂店 CRISP SALAD WORKS Azabu Toriizaka,,"(35.6572, 139.7331)"
1,35.6872,139.7245,サーモンクラブ 新宿四谷店,4.6,"(35.6872, 139.7245)"
12,35.6872,139.7246,筋肉ラボ 新宿四谷店,4.4,"(35.6872, 139.7246)"
19,35.6867,139.7287,鉄板酒場 鐵一 四ツ谷店 Tetsuichi Yotsuya,,"(35.6867, 139.7287)"
26,35.6758,139.7359,はなまるうどん 赤坂一ツ木通り店 Hanamaru Udon AKASAKA-HITOTSUGIDORI,4.6,"(35.6758, 139.7359)"
29,35.6836,139.7386,成城石井 麹町 Seijo Ishii Kojimachi,4.6,"(35.6836, 139.7386)"
30,35.6712,139.7355,上島珈琲店　相鉄フレッサイン東京赤坂店 Ueshima Coffee House HOTEL SOTETSU FRESA INN TOKYO AKASAKA,4.4,"(35.6712, 139.7355)"
38,35.6756,139.7374,七宝麻辣湯 赤坂 Cheepao Maratan Akasaka,,"(35.6756, 139.7374)"
40,35.6722,139.7362,マクドナルド 赤坂駅前店 McDonald's AKASAKA EKI-MAE,4.8,"(35.6722, 139.7362)"
44,35.6842,139.7391,スターバックス コーヒー 麹町店 Starbucks Coffee Kojimachi,4.8,"(35.6842, 139.7391)"
49,35.687,139.7273,"ハンバーグ専門店がっつりハンバーグ 四ッ谷店 Hamburg speciality store, Gattsuri Hamburg in Yotuya",4.7,"(35.687, 139.7273)"
56,35.6837,139.7384,カレーハウス CoCo壱番屋 千代田区麹町店 Curry House CoCo Ichibanya Chiyodaku Kojimachi,4.9,"(35.6837, 139.7384)"
68,35.6909,139.7144,松屋 新宿１丁目店 Matsuya Shinjuku 1choume,,"(35.6909, 139.7144)"
71,35.6767,139.7345,ローソン Ｈ赤坂四丁目,4.7,"(35.6767, 139.7345)"
80,35.6636,139.7316,モスバーガー 六本木店 Mos Burger ROPPONGI,4.7,"(35.6636, 139.7316)"
92,35.6881,139.7187,バーガーキング 四谷三丁目店 Burger King YOTSUYA SANCHOUME,4.7,"(35.6881, 139.7187)"
94,35.6673,139.74,スターバックス コーヒー アークヒルズ店 Starbucks Coffee Ark Hills,4.8,"(35.6673, 139.74)"
123,35.6872,139.7293,ジアレイ　四谷店,4.7,"(35.6872, 139.7293)"
145,35.6732,139.7365,スマイルキッチン 赤坂店 Smile Kitchen Akasaka,,"(35.6732, 139.7365)"
152,35.6714,139.7187,ウルフギャング・ステーキハウス シグニチャー青山店 Wolfgang's Steakhouse Signature Aoyama,4.6,"(35.6714, 139.7187)"
153,35.701,139.7423,スシロー 神楽坂店,4.3,"(35.701, 139.7423)"
154,35.6715,139.726,サムラート南青山店 SAMRAT Minami Aoyama - Indian Restaurants-,,"(35.6715, 139.726)"
155,35.6656,139.7394,低糖質グリル食堂 六本木一丁目店 Low carb Grill Restaurant,,"(35.6656, 139.7394)"
156,35.6708,139.7345,ザ・スパイス インド料理専門店 THE SPICE Indian Restaurant,4.6,"(35.6708, 139.7345)"
6,35.6553,139.7266,短角和牛ハンバーグ しおた,4.7,"(35.6553, 139.7266)"
27,35.6755,139.7364,羅州コムタン（나주나주곰탕） Naju Gomtang 赤坂店,4.6,"(35.6755, 139.7364)"
33,35.6737,139.7377,香港飯店0410 赤坂店 Hongkonghanten 0410 Akasaka,4.6,"(35.6737, 139.7377)"
44,35.665,139.7296,筋肉食堂 六本木店 Kinniku Shokudo Roppongi,,"(35.665, 139.7296)"
61,35.6769,139.7364,から好し 赤坂見附店 Karayoshi Akasaka Mitsuke,,"(35.6769, 139.7364)"
85,35.6842,139.7391,スターバックス コーヒー 麹町店 Starbucks Coffee Kojimachi,4.8,"(35.6842, 139.7391)"
90,35.663,139.7325,いきなり！ステーキ 六本木 Ikinari Steak Roppongi,4.4,"(35.663, 139.7325)"
